Date_reported, New_cases
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,2
2020-03-03,2
2020-03-04,7
2020-03-05,0
2020-03-06,5
2020-03-07,0
2020-03-08,0
2020-03-09,3
2020-03-10,0
2020-03-11,0
2020-03-12,5
2020-03-13,0
2020-03-14,12
2020-03-15,12
2020-03-16,0
2020-03-17,11
2020-03-18,12
2020-03-19,10
2020-03-20,8
2020-03-21,0
2020-03-22,45
2020-03-23,62
2020-03-24,30
2020-03-25,33
2020-03-26,0
2020-03-27,41
2020-03-28,62
2020-03-29,42
2020-03-30,45
2020-03-31,57
2020-04-01,73
2020-04-02,263
2020-04-03,139
2020-04-04,185
2020-04-05,80
2020-04-06,0
2020-04-07,172
2020-04-08,45
2020-04-09,104
2020-04-10,94
2020-04-11,95
2020-04-12,64
2020-04-13,89
2020-04-14,69
2020-04-15,87
2020-04-16,90
2020-04-17,108
2020-04-18,150
2020-04-19,116
2020-04-20,95
2020-04-21,89
2020-04-22,93
2020-04-23,99
2020-04-24,97
2020-04-25,120
2020-04-26,129
2020-04-27,126
2020-04-28,135
2020-04-29,132
2020-04-30,199
2020-05-01,158
2020-05-02,148
2020-05-03,141
2020-05-04,179
2020-05-05,174
2020-05-06,190
2020-05-07,159
2020-05-08,185
2020-05-09,187
2020-05-10,189
2020-05-11,165
2020-05-12,168
2020-05-13,176
2020-05-14,186
2020-05-15,189
2020-05-16,188
2020-05-17,191
2020-05-18,198
2020-05-19,182
2020-05-20,176
2020-05-21,165
2020-05-22,186
2020-05-23,190
2020-05-24,195
2020-05-25,193
2020-05-26,197
2020-05-27,194
2020-05-28,160
2020-05-29,140
2020-05-30,137
2020-05-31,133
2020-06-01,127
2020-06-02,119
2020-06-03,113
2020-06-04,107
2020-06-05,98
2020-06-06,104
2020-06-07,115
2020-06-08,104
2020-06-09,111
2020-06-10,117
2020-06-11,102
2020-06-12,105
2020-06-13,109
2020-06-14,112
2020-06-15,109
2020-06-16,112
2020-06-17,116
2020-06-18,121
2020-06-19,117
2020-06-20,119
2020-06-21,127
2020-06-22,140
2020-06-23,149
2020-06-24,156
2020-06-25,172
2020-06-26,197
2020-06-27,240
2020-06-28,283
2020-06-29,305
2020-06-30,298
2020-07-01,336
2020-07-02,365
2020-07-03,385
2020-07-04,413
2020-07-05,430
2020-07-06,441
2020-07-07,463
2020-07-08,475
2020-07-09,469
2020-07-10,460
2020-07-11,434
2020-07-12,470
2020-07-13,483
2020-07-14,494
2020-07-15,527
2020-07-16,554
2020-07-17,585
2020-07-18,593
2020-07-19,601
2020-07-20,535
2020-07-21,607
2020-07-22,587
2020-07-23,594
2020-07-24,612
2020-07-25,675
2020-07-26,0
2020-07-27,1198
2020-07-28,616
2020-07-29,642
2020-07-30,614
2020-07-31,602
2020-08-01,563
2020-08-02,556
2020-08-03,515
2020-08-04,507
2020-08-05,532
2020-08-06,551
2020-08-07,571
2020-08-08,529
2020-08-09,538
2020-08-10,521
2020-08-11,498
2020-08-12,492
2020-08-13,495
2020-08-14,488
2020-08-15,477
2020-08-16,469
2020-08-17,450
2020-08-18,442
2020-08-19,0
2020-08-20,822
2020-08-21,411
2020-08-22,0
2020-08-23,810
2020-08-24,392
2020-08-25,398
2020-08-26,370
2020-08-27,391
2020-08-28,397
2020-08-29,387
2020-08-30,379
2020-08-31,364
2020-09-01,348
2020-09-02,339
2020-09-03,325
2020-09-04,311
2020-09-05,304
2020-09-06,298
2020-09-07,293
2020-09-08,289
2020-09-09,285
2020-09-10,278
2020-09-11,272
2020-09-12,264
2020-09-13,255
2020-09-14,0
2020-09-15,489
2020-09-16,238
2020-09-17,232
2020-09-18,228
2020-09-19,219
2020-09-20,210
2020-09-21,203
2020-09-22,197
2020-09-23,191
2020-09-24,186
2020-09-25,0
2020-09-26,354
2020-09-27,160
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,0
2020-03-24,0
2020-03-25,0
2020-03-26,0
2020-03-27,0
2020-03-28,0
2020-03-29,0
2020-03-30,0
2020-03-31,0
2020-04-01,0
2020-04-02,0
2020-04-03,0
2020-04-04,0
2020-04-05,0
2020-04-06,0
2020-04-07,0
2020-04-08,0
2020-04-09,0
2020-04-10,0
2020-04-11,0
2020-04-12,0
2020-04-13,0
2020-04-14,0
2020-04-15,0
2020-04-16,0
2020-04-17,0
2020-04-18,0
2020-04-19,0
2020-04-20,0
2020-04-21,0
2020-04-22,0
2020-04-23,0
2020-04-24,0
2020-04-25,0
2020-04-26,0
2020-04-27,0
2020-04-28,0
2020-04-29,0
2020-04-30,0
2020-05-01,0
2020-05-02,0
2020-05-03,0
2020-05-04,0
2020-05-05,0
2020-05-06,0
2020-05-07,0
2020-05-08,0
2020-05-09,0
2020-05-10,0
2020-05-11,0
2020-05-12,0
2020-05-13,0
2020-05-14,0
2020-05-15,0
2020-05-16,0
2020-05-17,0
2020-05-18,0
2020-05-19,0
2020-05-20,0
2020-05-21,0
2020-05-22,0
2020-05-23,0
2020-05-24,0
2020-05-25,0
2020-05-26,0
2020-05-27,0
2020-05-28,0
2020-05-29,0
2020-05-30,0
2020-05-31,0
2020-06-01,0
2020-06-02,0
2020-06-03,0
2020-06-04,0
2020-06-05,0
2020-06-06,0
2020-06-07,0
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,0
2020-06-12,0
2020-06-13,0
2020-06-14,0
2020-06-15,0
2020-06-16,0
2020-06-17,0
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,0
2020-06-24,0
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,0
2020-07-01,0
2020-07-02,0
2020-07-03,0
2020-07-04,0
2020-07-05,0
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,0
2020-07-17,0
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,0
2020-07-22,0
2020-07-23,0
2020-07-24,0
2020-07-25,0
2020-07-26,0
2020-07-27,0
2020-07-28,0
2020-07-29,0
2020-07-30,0
2020-07-31,0
2020-08-01,0
2020-08-02,0
2020-08-03,0
2020-08-04,0
2020-08-05,0
2020-08-06,0
2020-08-07,0
2020-08-08,0
2020-08-09,0
2020-08-10,0
2020-08-11,0
2020-08-12,0
2020-08-13,0
2020-08-14,0
2020-08-15,0
2020-08-16,0
2020-08-17,0
2020-08-18,0
2020-08-19,0
2020-08-20,0
2020-08-21,0
2020-08-22,0
2020-08-23,0
2020-08-24,0
2020-08-25,0
2020-08-26,0
2020-08-27,0
2020-08-28,0
2020-08-29,0
2020-08-30,0
2020-08-31,0
2020-09-01,0
2020-09-02,0
2020-09-03,0
2020-09-04,0
2020-09-05,0
2020-09-06,0
2020-09-07,0
2020-09-08,0
2020-09-09,0
2020-09-10,0
2020-09-11,0
2020-09-12,0
2020-09-13,0
2020-09-14,0
2020-09-15,0
2020-09-16,0
2020-09-17,0
2020-09-18,0
2020-09-19,0
2020-09-20,0
2020-09-21,0
2020-09-22,0
2020-09-23,0
2020-09-24,0
2020-09-25,0
2020-09-26,0
2020-09-27,0
2020-09-28,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,1
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,1
2020-03-15,0
2020-03-16,0
2020-03-17,12
2020-03-18,25
2020-03-19,0
2020-03-20,36
2020-03-21,19
2020-03-22,39
2020-03-23,1
2020-03-24,31
2020-03-25,48
2020-03-26,18
2020-03-27,58
2020-03-28,32
2020-03-29,20
2020-03-30,29
2020-03-31,6
2020-04-01,20
2020-04-02,0
2020-04-03,33
2020-04-04,13
2020-04-05,24
2020-04-06,57
2020-04-07,17
2020-04-08,11
2020-04-09,15
2020-04-10,23
2020-04-11,13
2020-04-12,20
2020-04-13,17
2020-04-14,12
2020-04-15,8
2020-04-16,14
2020-04-17,21
2020-04-18,9
2020-04-19,1
2020-04-20,13
2020-04-21,1
2020-04-22,5
2020-04-23,1
2020-04-24,2
2020-04-25,7
2020-04-26,5
2020-04-27,2
2020-04-28,1
2020-04-29,1
2020-04-30,2
2020-05-01,2
2020-05-02,0
2020-05-03,1
2020-05-04,2
2020-05-05,2
2020-05-06,0
2020-05-07,1
2020-05-08,0
2020-05-09,2
2020-05-10,0
2020-05-11,2
2020-05-12,0
2020-05-13,3
2020-05-14,2
2020-05-15,0
2020-05-16,0
2020-05-17,0
2020-05-18,0
2020-05-19,0
2020-05-20,0
2020-05-21,1
2020-05-22,0
2020-05-23,0
2020-05-24,1
2020-05-25,0
2020-05-26,0
2020-05-27,0
2020-05-28,0
2020-05-29,1
2020-05-30,0
2020-05-31,0
2020-06-01,0
2020-06-02,1
2020-06-03,79
2020-06-04,7
2020-06-05,1
2020-06-06,0
2020-06-07,0
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,0
2020-06-12,0
2020-06-13,1
2020-06-14,0
2020-06-15,0
2020-06-16,0
2020-06-17,1
2020-06-18,0
2020-06-19,1
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,0
2020-06-24,0
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,0
2020-07-01,0
2020-07-02,0
2020-07-03,0
2020-07-04,0
2020-07-05,0
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,3
2020-07-15,3
2020-07-16,1
2020-07-17,15
2020-07-18,3
2020-07-19,0
2020-07-20,0
2020-07-21,4
2020-07-22,0
2020-07-23,5
2020-07-24,0
2020-07-25,8
2020-07-26,0
2020-07-27,7
2020-07-28,3
2020-07-29,4
2020-07-30,7
2020-07-31,4
2020-08-01,3
2020-08-02,5
2020-08-03,6
2020-08-04,1
2020-08-05,2
2020-08-06,0
2020-08-07,6
2020-08-08,11
2020-08-09,0
2020-08-10,0
2020-08-11,7
2020-08-12,10
2020-08-13,4
2020-08-14,4
2020-08-15,8
2020-08-16,8
2020-08-17,0
2020-08-18,8
2020-08-19,7
2020-08-20,12
2020-08-21,12
2020-08-22,11
2020-08-23,0
2020-08-24,0
2020-08-25,13
2020-08-26,0
2020-08-27,38
2020-08-28,13
2020-08-29,13
2020-08-30,0
2020-08-31,0
2020-09-01,52
2020-09-02,8
2020-09-03,15
2020-09-04,9
2020-09-05,7
2020-09-06,0
2020-09-07,0
2020-09-08,46
2020-09-09,0
2020-09-10,40
2020-09-11,0
2020-09-12,43
2020-09-13,0
2020-09-14,0
2020-09-15,94
2020-09-16,0
2020-09-17,45
2020-09-18,0
2020-09-19,81
2020-09-20,0
2020-09-21,0
2020-09-22,117
2020-09-23,0
2020-09-24,72
2020-09-25,0
2020-09-26,83
2020-09-27,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,2
2020-03-22,0
2020-03-23,0
2020-03-24,0
2020-03-25,0
2020-03-26,0
2020-03-27,0
2020-03-28,0
2020-03-29,0
2020-03-30,0
2020-03-31,5
2020-04-01,0
2020-04-02,1
2020-04-03,0
2020-04-04,2
2020-04-05,0
2020-04-06,4
2020-04-07,2
2020-04-08,1
2020-04-09,2
2020-04-10,0
2020-04-11,0
2020-04-12,0
2020-04-13,0
2020-04-14,0
2020-04-15,0
2020-04-16,0
2020-04-17,0
2020-04-18,0
2020-04-19,0
2020-04-20,0
2020-04-21,5
2020-04-22,0
2020-04-23,0
2020-04-24,1
2020-04-25,0
2020-04-26,0
2020-04-27,1
2020-04-28,1
2020-04-29,0
2020-04-30,0
2020-05-01,0
2020-05-02,2
2020-05-03,6
2020-05-04,0
2020-05-05,0
2020-05-06,1
2020-05-07,0
2020-05-08,0
2020-05-09,0
2020-05-10,7
2020-05-11,2
2020-05-12,0
2020-05-13,0
2020-05-14,0
2020-05-15,3
2020-05-16,0
2020-05-17,0
2020-05-18,0
2020-05-19,2
2020-05-20,2
2020-05-21,6
2020-05-22,2
2020-05-23,0
2020-05-24,0
2020-05-25,9
2020-05-26,0
2020-05-27,2
2020-05-28,0
2020-05-29,2
2020-05-30,8
2020-05-31,3
2020-06-01,2
2020-06-02,0
2020-06-03,0
2020-06-04,0
2020-06-05,0
2020-06-06,0
2020-06-07,0
2020-06-08,5
2020-06-09,1
2020-06-10,4
2020-06-11,17
2020-06-12,5
2020-06-13,12
2020-06-14,8
2020-06-15,2
2020-06-16,2
2020-06-17,0
2020-06-18,13
2020-06-19,11
2020-06-20,0
2020-06-21,6
2020-06-22,4
2020-06-23,7
2020-06-24,6
2020-06-25,8
2020-06-26,15
2020-06-27,0
2020-06-28,47
2020-06-29,8
2020-06-30,9
2020-07-01,8
2020-07-02,7
2020-07-03,24
2020-07-04,13
2020-07-05,18
2020-07-06,7
2020-07-07,0
2020-07-08,33
2020-07-09,10
2020-07-10,62
2020-07-11,4
2020-07-12,21
2020-07-13,23
2020-07-14,19
2020-07-15,16
2020-07-16,35
2020-07-17,31
2020-07-18,31
2020-07-19,49
2020-07-20,18
2020-07-21,44
2020-07-22,30
2020-07-23,33
2020-07-24,39
2020-07-25,29
